Processing file: retail.txt, Run: 1
Pattern: [196, 988] count: 10
Pattern: [202, 226] count: 10
Pattern: [202, 515] count: 10
Pattern: [204, 465] count: 10
Pattern: [206, 439] count: 10
Pattern: [209, 210] count: 10
Pattern: [209, 489] count: 10
Pattern: [210, 4337] count: 10
Pattern: [210, 534] count: 10
Pattern: [214, 1334] count: 10
Pattern: [226, 498] count: 10
Pattern: [226, 1240] count: 10
Pattern: [226, 2776] count: 10
Pattern: [226, 4914] count: 10
Pattern: [227, 1796] count: 10
Pattern: [229, 1356] count: 10
Pattern: [230, 262] count: 10
Pattern: [230, 1586] count: 10
Pattern: [233, 674] count: 10
Pattern: [235, 236] count: 10
Pattern: [238, 4525] count: 10
Pattern: [238, 605] count: 10
Pattern: [238, 784] count: 10
Pattern: [238, 2081] count: 10
Pattern: [238, 16218] count: 10
Pattern: [249, 866] count: 10
Pattern: [256, 704] count: 10
Pattern: [256, 988] count: 10
Pattern: [256, 1436] count: 10
Pattern: [259, 1641] count: 10
Pattern: [259, 2200] count: 10
Pattern: [260, 465] count: 10
Pattern: [260, 2627] count: 10
Pattern: [265, 439] count: 10
Pattern: [265, 10492] count: 10
Pattern: [265, 2506] count: 10
Pattern: [271, 282] count: 10
Pattern: [271, 339] count: 10
Pattern: [273, 1434] count: 10
Pattern: [280, 2081] count: 10
Pattern: [283, 1001] count: 10
Pattern: [286, 1021] count: 10
Pattern: [287, 439] count: 10
Pattern: [298, 678] count: 10
Pattern: [302, 1001] count: 10
Pattern: [302, 1426] count: 10
Pattern: [311, 593] count: 10
Pattern: [311, 1005] count: 10
Pattern: [311, 1703] count: 10
Pattern: [323, 2396] count: 10
Pattern: [326, 339] count: 10
Pattern: [341, 8692] count: 10
Pattern: [341, 1281] count: 10
Pattern: [341, 14100] count: 10
Pattern: [345, 1233] count: 10
Pattern: [346, 4145] count: 10
Pattern: [346, 830] count: 10
Pattern: [353, 750] count: 10
Pattern: [366, 545] count: 10
Pattern: [368, 369] count: 10
Pattern: [378, 8093] count: 10
Pattern: [380, 2729] count: 10
Pattern: [385, 480] count: 10
Pattern: [397, 2438] count: 10
Pattern: [399, 2494] count: 10
Pattern: [406, 4298] count: 10
Pattern: [406, 2989] count: 10
Pattern: [408, 571] count: 10
Pattern: [408, 1579] count: 10
Pattern: [408, 2465] count: 10
Pattern: [409, 917] count: 10
Pattern: [409, 1114] count: 10
Pattern: [414, 1147] count: 10
Pattern: [414, 2081] count: 10
Pattern: [415, 932] count: 10
Pattern: [416, 10445] count: 10
Pattern: [419, 571] count: 10
Pattern: [419, 948] count: 10
Pattern: [421, 544] count: 10
Pattern: [421, 1122] count: 10
Pattern: [421, 1558] count: 10
Pattern: [427, 13335] count: 10
Pattern: [432, 3715] count: 10
Pattern: [433, 1660] count: 10
Pattern: [439, 15833] count: 10
Pattern: [450, 767] count: 10
Pattern: [452, 764] count: 10
Pattern: [465, 806] count: 10
Pattern: [476, 605] count: 10
Pattern: [489, 572] count: 10
Pattern: [489, 2470] count: 10
Pattern: [490, 572] count: 10
Pattern: [491, 577] count: 10
Pattern: [498, 2239] count: 10
Pattern: [515, 4844] count: 10
Pattern: [523, 3237] count: 10
Pattern: [524, 1881] count: 10
Pattern: [526, 12658] count: 10
Pattern: [526, 996] count: 10
Pattern: [535, 1656] count: 10
Pattern: [536, 1145] count: 10
Pattern: [537, 1625] count: 10
Pattern: [545, 605] count: 10
Pattern: [545, 2057] count: 10
Pattern: [545, 2151] count: 10
Pattern: [549, 4699] count: 10
Pattern: [549, 12926] count: 10
Pattern: [549, 12930] count: 10
Pattern: [549, 1965] count: 10
Pattern: [550, 866] count: 10
Pattern: [550, 2052] count: 10
Pattern: [561, 5497] count: 10
Pattern: [566, 1705] count: 10
Pattern: [577, 1240] count: 10
Pattern: [581, 5435] count: 10
Pattern: [582, 784] count: 10
Pattern: [588, 1310] count: 10
Pattern: [590, 704] count: 10
Pattern: [590, 1145] count: 10
Pattern: [598, 599] count: 10
Pattern: [605, 2441] count: 10
Pattern: [611, 962] count: 10
Pattern: [624, 4975] count: 10
Pattern: [624, 12278] count: 10
Pattern: [640, 714] count: 10
Pattern: [650, 2119] count: 10
Pattern: [650, 2371] count: 10
Pattern: [661, 2211] count: 10
Pattern: [662, 2490] count: 10
Pattern: [665, 741] count: 10
Pattern: [665, 1345] count: 10
Pattern: [676, 1436] count: 10
Pattern: [676, 2239] count: 10
Pattern: [678, 799] count: 10
Pattern: [678, 10447] count: 10
Pattern: [679, 680] count: 10
Pattern: [685, 2085] count: 10
Pattern: [695, 1431] count: 10
Pattern: [700, 1534] count: 10
Pattern: [704, 12933] count: 10
Pattern: [704, 1418] count: 10
Pattern: [713, 4124] count: 10
Pattern: [716, 957] count: 10
Pattern: [716, 2627] count: 10
Pattern: [726, 1987] count: 10
Pattern: [730, 1016] count: 10
Pattern: [756, 2469] count: 10
Pattern: [760, 9888] count: 10
Pattern: [784, 831] count: 10
Pattern: [784, 832] count: 10
Pattern: [790, 4884] count: 10
Pattern: [790, 911] count: 10
Pattern: [794, 2959] count: 10
Pattern: [799, 2136] count: 10
Pattern: [806, 1987] count: 10
Pattern: [810, 1021] count: 10
Pattern: [825, 1328] count: 10
Pattern: [832, 4780] count: 10
Pattern: [832, 1072] count: 10
Pattern: [847, 10447] count: 10
Pattern: [856, 3103] count: 10
Pattern: [862, 2560] count: 10
Pattern: [871, 3876] count: 10
Pattern: [906, 1498] count: 10
Pattern: [914, 2326] count: 10
Pattern: [917, 4343] count: 10
Pattern: [933, 5165] count: 10
Pattern: [948, 2057] count: 10
Pattern: [957, 1005] count: 10
Pattern: [977, 11051] count: 10
Pattern: [988, 1276] count: 10
Pattern: [1004, 1147] count: 10
Pattern: [1009, 5249] count: 10
Pattern: [1011, 10185] count: 10
Pattern: [1013, 6378] count: 10
Pattern: [1013, 1083] count: 10
Pattern: [1021, 1283] count: 10
Pattern: [1031, 4088] count: 10
Pattern: [1053, 4549] count: 10
Pattern: [1063, 2600] count: 10
Pattern: [1067, 4425] count: 10
Pattern: [1096, 4341] count: 10
Pattern: [1096, 5604] count: 10
Pattern: [1106, 2485] count: 10
Pattern: [1119, 3179] count: 10
Pattern: [1136, 1147] count: 10
Pattern: [1147, 1579] count: 10
Pattern: [1153, 1869] count: 10
Pattern: [1159, 1276] count: 10
Pattern: [1161, 1848] count: 10
Pattern: [1164, 2438] count: 10
Pattern: [1166, 5406] count: 10
Pattern: [1184, 2862] count: 10
Pattern: [1196, 6360] count: 10
Pattern: [1234, 4662] count: 10
Pattern: [1247, 1925] count: 10
Pattern: [1251, 4107] count: 10
Pattern: [1258, 12930] count: 10
Pattern: [1261, 3077] count: 10
Pattern: [1278, 1699] count: 10
Pattern: [1283, 8069] count: 10
Pattern: [1292, 3293] count: 10
Pattern: [1297, 5491] count: 10
Pattern: [1303, 5676] count: 10
Pattern: [1308, 5233] count: 10
Pattern: [1328, 1345] count: 10
Pattern: [1330, 3490] count: 10
Pattern: [1354, 10556] count: 10
Pattern: [1373, 1797] count: 10
Pattern: [1383, 2381] count: 10
Pattern: [1394, 1579] count: 10
Pattern: [1405, 2200] count: 10
Pattern: [1408, 2372] count: 10
Pattern: [1424, 4081] count: 10
Pattern: [1427, 3237] count: 10
Pattern: [1438, 2425] count: 10
Pattern: [1457, 10816] count: 10
Pattern: [1460, 6938] count: 10
Pattern: [1490, 3505] count: 10
Pattern: [1514, 1809] count: 10
Pattern: [1518, 2709] count: 10
Pattern: [1546, 8032] count: 10
Pattern: [1558, 1715] count: 10
Pattern: [1565, 2438] count: 10
Pattern: [1586, 2016] count: 10
Pattern: [1592, 5039] count: 10
Pattern: [1601, 14099] count: 10
Pattern: [1601, 2424] count: 10
Pattern: [1601, 10657] count: 10
Pattern: [1603, 9607] count: 10
Pattern: [1603, 2055] count: 10
Pattern: [1615, 3132] count: 10
Pattern: [1652, 1653] count: 10
Pattern: [1674, 8155] count: 10
Pattern: [1677, 1679] count: 10
Pattern: [1694, 6717] count: 10
Pattern: [1715, 8986] count: 10
Pattern: [1716, 1868] count: 10
Pattern: [1716, 2104] count: 10
Pattern: [1765, 1770] count: 10
Pattern: [1777, 4643] count: 10
Pattern: [1784, 4670] count: 10
Pattern: [1784, 2472] count: 10
Pattern: [1797, 3063] count: 10
Pattern: [1822, 1885] count: 10
Pattern: [1830, 2599] count: 10
Pattern: [1834, 2651] count: 10
Pattern: [1860, 4065] count: 10
Pattern: [1864, 5851] count: 10
Pattern: [1865, 4855] count: 10
Pattern: [1866, 4855] count: 10
Pattern: [1873, 2200] count: 10
Pattern: [1873, 3272] count: 10
Pattern: [1915, 6486] count: 10
Pattern: [1940, 5406] count: 10
Pattern: [1959, 4643] count: 10
Pattern: [1987, 5153] count: 10
Pattern: [1987, 2066] count: 10
Pattern: [1988, 3965] count: 10
Pattern: [1992, 8030] count: 10
Pattern: [2005, 3013] count: 10
Pattern: [2013, 2998] count: 10
Pattern: [2047, 14099] count: 10
Pattern: [2054, 4683] count: 10
Pattern: [2066, 2136] count: 10
Pattern: [2070, 2224] count: 10
Pattern: [2116, 3639] count: 10
Pattern: [2128, 13438] count: 10
Pattern: [2144, 2145] count: 10
Pattern: [2169, 2314] count: 10
Pattern: [2185, 14934] count: 10
Pattern: [2202, 6521] count: 10
Pattern: [2211, 5571] count: 10
Pattern: [2216, 2966] count: 10
Pattern: [2217, 5593] count: 10
Pattern: [2246, 3570] count: 10
Pattern: [2260, 4995] count: 10
Pattern: [2330, 4208] count: 10
Pattern: [2345, 2442] count: 10
Pattern: [2351, 6388] count: 10
Pattern: [2390, 3800] count: 10
Pattern: [2399, 3079] count: 10
Pattern: [2524, 5594] count: 10
Pattern: [2626, 3162] count: 10
Pattern: [2631, 5024] count: 10
Pattern: [2650, 9305] count: 10
Pattern: [2674, 10569] count: 10
Pattern: [2727, 4298] count: 10
Pattern: [2761, 3885] count: 10
Pattern: [2780, 6543] count: 10
Pattern: [2796, 6032] count: 10
Pattern: [2801, 4142] count: 10
Pattern: [2816, 12947] count: 10
Pattern: [2819, 3087] count: 10
Pattern: [2824, 4890] count: 10
Pattern: [2831, 3723] count: 10
Pattern: [2844, 3809] count: 10
Pattern: [2853, 2875] count: 10
Pattern: [2911, 5123] count: 10
Pattern: [2950, 4983] count: 10
Pattern: [2966, 10447] count: 10
Pattern: [2983, 4731] count: 10
Pattern: [2988, 13191] count: 10
Pattern: [2989, 5329] count: 10
Pattern: [3029, 4114] count: 10
Pattern: [3059, 3494] count: 10
Pattern: [3079, 4801] count: 10
Pattern: [3094, 6257] count: 10
Pattern: [3102, 6583] count: 10
Pattern: [3102, 3573] count: 10
Pattern: [3134, 3691] count: 10
Pattern: [3134, 5473] count: 10
Pattern: [3254, 5652] count: 10
Pattern: [3320, 4656] count: 10
Pattern: [3321, 3322] count: 10
Pattern: [3355, 4884] count: 10
Pattern: [3405, 10426] count: 10
Pattern: [3480, 3482] count: 10
Pattern: [3511, 3669] count: 10
Pattern: [3528, 4685] count: 10
Pattern: [3615, 6128] count: 10
Pattern: [3634, 12930] count: 10
Pattern: [3915, 5861] count: 10
Pattern: [3932, 3933] count: 10
Pattern: [4005, 4108] count: 10
Pattern: [4061, 4962] count: 10
Pattern: [4146, 14386] count: 10
Pattern: [4149, 4513] count: 10
Pattern: [4188, 6310] count: 10
Pattern: [4257, 4258] count: 10
Pattern: [4258, 4279] count: 10
Pattern: [4402, 15799] count: 10
Pattern: [4618, 4619] count: 10
Pattern: [4651, 12934] count: 10
Pattern: [4651, 8979] count: 10
Pattern: [4723, 5415] count: 10
Pattern: [4834, 6083] count: 10
Pattern: [4912, 6267] count: 10
Pattern: [4925, 4926] count: 10
Pattern: [4972, 4973] count: 10
Pattern: [5021, 10485] count: 10
Pattern: [5195, 5944] count: 10
Pattern: [5233, 10664] count: 10
Pattern: [5536, 6277] count: 10
Pattern: [5693, 7653] count: 10
Pattern: [5861, 5927] count: 10
Pattern: [5974, 6681] count: 10
Pattern: [6354, 10611] count: 10
Pattern: [7240, 7948] count: 10
Pattern: [7770, 14346] count: 10
Pattern: [7930, 7932] count: 10
Pattern: [8986, 9002] count: 10
Pattern: [9011, 9012] count: 10
Pattern: [10018, 10295] count: 10
Pattern: [10421, 10447] count: 10
Pattern: [10516, 15619] count: 10
Pattern: [10918, 14041] count: 10
Pattern: [10944, 13444] count: 10
Pattern: [11049, 11455] count: 10
Pattern: [11646, 11815] count: 10
Pattern: [11748, 13136] count: 10
Pattern: [12672, 13537] count: 10
Pattern: [12983, 12997] count: 10
Pattern: [12983, 13061] count: 10
Pattern: [13190, 15619] count: 10
Pattern: [13557, 13787] count: 10
Pattern: [15055, 15138] count: 10
Pattern: [15223, 15260] count: 10
Pattern: [2, 4686] count: 9
Pattern: [3, 682] count: 9
Pattern: [3, 866] count: 9
Pattern: [10, 465] count: 9
Pattern: [10, 810] count: 9
Pattern: [10, 1328] count: 9
Pattern: [10, 1601] count: 9
Pattern: [11, 61] count: 9
Pattern: [11, 90] count: 9
Pattern: [11, 588] count: 9
Pattern: [11, 593] count: 9
Pattern: [12, 38] count: 9
Pattern: [12, 439] count: 9
Pattern: [12, 927] count: 9
Pattern: [12, 1843] count: 9
Pattern: [13, 705] count: 9
Pattern: [19, 261] count: 9
Pattern: [19, 10516] count: 9
Pattern: [20, 54] count: 9
Pattern: [20, 202] count: 9
Pattern: [24, 14099] count: 9
Pattern: [28, 661] count: 9
Pattern: [31, 79] count: 9
Pattern: [31, 1082] count: 9
Pattern: [32, 237] count: 9
Pattern: [32, 268] count: 9
Pattern: [32, 1055] count: 9
Pattern: [33, 206] count: 9
Pattern: [33, 268] count: 9
Pattern: [33, 366] count: 9
Pattern: [33, 498] count: 9
Pattern: [33, 545] count: 9
Pattern: [33, 2117] count: 9
Pattern: [33, 2352] count: 9
Pattern: [33, 4651] count: 9
Pattern: [33, 12947] count: 9
Pattern: [37, 12944] count: 9
Pattern: [40, 221] count: 9
Pattern: [40, 247] count: 9
Pattern: [40, 433] count: 9
Pattern: [40, 442] count: 9
Pattern: [40, 505] count: 9
Pattern: [40, 550] count: 9
Pattern: [40, 624] count: 9
Pattern: [40, 908] count: 9
Pattern: [40, 1044] count: 9
Pattern: [40, 1715] count: 9
Pattern: [40, 1868] count: 9
Pattern: [40, 2136] count: 9
Pattern: [40, 2185] count: 9
Pattern: [40, 2200] count: 9
Pattern: [40, 10514] count: 9
Pattern: [40, 2516] count: 9
Pattern: [40, 3337] count: 9
Pattern: [40, 13063] count: 9
Pattern: [42, 151] count: 9
Pattern: [42, 380] count: 9
Pattern: [42, 426] count: 9
Pattern: [42, 8692] count: 9
Pattern: [44, 261] count: 9
Pattern: [44, 8482] count: 9
Pattern: [46, 7641] count: 9
Pattern: [48, 2384] count: 9
Pattern: [49, 52] count: 9
Pattern: [49, 206] count: 9
Pattern: [49, 263] count: 9
Pattern: [49, 372] count: 9
Pattern: [49, 641] count: 9
Pattern: [49, 756] count: 9
Pattern: [49, 799] count: 9
Pattern: [49, 904] count: 9
Pattern: [49, 1164] count: 9
Pattern: [49, 1639] count: 9
Pattern: [49, 2200] count: 9
Pattern: [49, 2277] count: 9
Pattern: [49, 2493] count: 9
Pattern: [49, 2724] count: 9
Pattern: [49, 4643] count: 9
Pattern: [49, 12930] count: 9
Pattern: [49, 12936] count: 9
Pattern: [49, 12944] count: 9
Pattern: [49, 12960] count: 9
Pattern: [50, 111] count: 9
Pattern: [50, 171] count: 9
Pattern: [50, 535] count: 9
Pattern: [54, 1601] count: 9
Pattern: [56, 1147] count: 9
Pattern: [60, 124] count: 9
Pattern: [61, 226] count: 9
Pattern: [61, 545] count: 9
Pattern: [61, 590] count: 9
Pattern: [61, 917] count: 9
Pattern: [61, 1716] count: 9
Pattern: [61, 2793] count: 9
Pattern: [61, 3195] count: 9
Pattern: [62, 312] count: 9
Pattern: [62, 3768] count: 9
Pattern: [66, 77] count: 9
Pattern: [66, 380] count: 9
Pattern: [66, 416] count: 9
Pattern: [66, 571] count: 9
Pattern: [66, 773] count: 9
Pattern: [70, 489] count: 9
Pattern: [77, 272] count: 9
Pattern: [77, 342] count: 9
Pattern: [78, 1773] count: 9
Pattern: [79, 261] count: 9
Pattern: [80, 202] count: 9
Pattern: [80, 534] count: 9
Pattern: [81, 2849] count: 9
Pattern: [83, 651] count: 9
Pattern: [83, 2788] count: 9
Pattern: [89, 3100] count: 9
Pattern: [90, 243] count: 9
Pattern: [90, 335] count: 9
Pattern: [90, 343] count: 9
Pattern: [95, 2626] count: 9
Pattern: [99, 977] count: 9
Pattern: [102, 124] count: 9
Pattern: [102, 261] count: 9
Pattern: [102, 705] count: 9
Pattern: [104, 380] count: 9
Pattern: [104, 476] count: 9
Pattern: [104, 2992] count: 9
Pattern: [106, 282] count: 9
Pattern: [109, 962] count: 9
Pattern: [111, 271] count: 9
Pattern: [111, 1832] count: 9
Pattern: [111, 3905] count: 9
Pattern: [117, 12930] count: 9
Pattern: [118, 786] count: 9
Pattern: [118, 790] count: 9
Pattern: [118, 794] count: 9
Pattern: [124, 12926] count: 9
Pattern: [124, 825] count: 9
Pattern: [124, 4058] count: 9
Pattern: [129, 2390] count: 9
Pattern: [148, 226] count: 9
Pattern: [148, 1630] count: 9
Pattern: [148, 2052] count: 9
Pattern: [148, 10443] count: 9
Pattern: [151, 674] count: 9
Pattern: [151, 4514] count: 9
Pattern: [154, 2320] count: 9
Pattern: [156, 1334] count: 9
Pattern: [157, 171] count: 9
Pattern: [157, 265] count: 9
Pattern: [157, 857] count: 9
Pattern: [157, 1394] count: 9
Pattern: [162, 226] count: 9
Pattern: [162, 271] count: 9
Pattern: [162, 598] count: 9
Pattern: [162, 1136] count: 9
Pattern: [171, 287] count: 9
Pattern: [171, 512] count: 9
Pattern: [177, 1398] count: 9
Pattern: [180, 347] count: 9
Pattern: [180, 489] count: 9
Pattern: [186, 1186] count: 9
Pattern: [187, 5052] count: 9
Pattern: [190, 353] count: 9
Pattern: [192, 6011] count: 9
Pattern: [194, 7337] count: 9
Pattern: [196, 559] count: 9
Pattern: [196, 2066] count: 9
Pattern: [196, 2216] count: 9
Pattern: [202, 1328] count: 9
Pattern: [202, 1614] count: 9
Pattern: [206, 588] count: 9
Pattern: [209, 2054] count: 9
Pattern: [210, 13335] count: 9
Pattern: [210, 14099] count: 9
Pattern: [216, 584] count: 9
Pattern: [226, 268] count: 9
Pattern: [226, 791] count: 9
Pattern: [227, 6215] count: 9
Pattern: [230, 270] count: 9
Pattern: [233, 375] count: 9
Pattern: [236, 243] count: 9
Pattern: [238, 12926] count: 9
Pattern: [238, 1240] count: 9
Pattern: [243, 534] count: 9
Pattern: [243, 4762] count: 9
Pattern: [243, 1825] count: 9
Pattern: [243, 2352] count: 9
Pattern: [249, 1787] count: 9
Pattern: [250, 320] count: 9
Pattern: [250, 665] count: 9
Pattern: [251, 4651] count: 9
Pattern: [251, 12934] count: 9
Pattern: [252, 265] count: 9
Pattern: [256, 399] count: 9
Pattern: [257, 273] count: 9
Pattern: [259, 534] count: 9
Pattern: [259, 911] count: 9
Pattern: [259, 1868] count: 9
Pattern: [260, 442] count: 9
Pattern: [261, 280] count: 9
Pattern: [261, 1328] count: 9
Pattern: [262, 265] count: 9
Pattern: [262, 12960] count: 9
Pattern: [262, 2200] count: 9
Pattern: [263, 914] count: 9
Pattern: [268, 534] count: 9
Pattern: [270, 571] count: 9
Pattern: [270, 592] count: 9
Pattern: [271, 2750] count: 9
Pattern: [272, 341] count: 9
Pattern: [272, 1616] count: 9
Pattern: [272, 5729] count: 9
Pattern: [272, 5730] count: 9
Pattern: [276, 4412] count: 9
Pattern: [279, 480] count: 9
Pattern: [279, 1083] count: 9
Pattern: [279, 3271] count: 9
Pattern: [280, 480] count: 9
Pattern: [280, 888] count: 9
Pattern: [283, 4106] count: 9
Pattern: [286, 2438] count: 9
Pattern: [287, 665] count: 9
Pattern: [290, 980] count: 9
Pattern: [290, 5433] count: 9
Pattern: [298, 4215] count: 9
Pattern: [302, 311] count: 9
Pattern: [302, 593] count: 9
Pattern: [302, 1328] count: 9
Pattern: [302, 3271] count: 9
Pattern: [311, 590] count: 9
Pattern: [311, 14099] count: 9
Pattern: [315, 1662] count: 9
Pattern: [315, 3763] count: 9
Pattern: [320, 3271] count: 9
Pattern: [335, 4897] count: 9
Pattern: [335, 813] count: 9
Pattern: [335, 1147] count: 9
Pattern: [336, 1002] count: 9
Pattern: [338, 809] count: 9
Pattern: [339, 767] count: 9
Pattern: [339, 15833] count: 9
Pattern: [342, 439] count: 9
Pattern: [346, 353] count: 9
Pattern: [348, 426] count: 9
Pattern: [348, 1405] count: 9
Pattern: [351, 600] count: 9
Pattern: [352, 358] count: 9
Pattern: [352, 1147] count: 9
Pattern: [353, 3967] count: 9
Pattern: [362, 2361] count: 9
Pattern: [363, 6113] count: 9
Pattern: [366, 439] count: 9
Pattern: [366, 1660] count: 9
Pattern: [371, 439] count: 9
Pattern: [374, 2110] count: 9
Pattern: [376, 932] count: 9
Pattern: [383, 3161] count: 9
Pattern: [385, 2116] count: 9
Pattern: [390, 1974] count: 9
Pattern: [397, 1053] count: 9
Pattern: [399, 2200] count: 9
Pattern: [400, 2854] count: 9
Pattern: [406, 13042] count: 9
Pattern: [406, 1004] count: 9
Pattern: [408, 813] count: 9
Pattern: [408, 14099] count: 9
Pattern: [413, 2354] count: 9
Pattern: [416, 572] count: 9
Pattern: [416, 3554] count: 9
Pattern: [421, 825] count: 9
Pattern: [424, 767] count: 9
Pattern: [424, 1579] count: 9
Pattern: [425, 2016] count: 9
Pattern: [427, 1199] count: 9
Pattern: [427, 1250] count: 9
Pattern: [433, 856] count: 9
Pattern: [433, 2400] count: 9
Pattern: [439, 476] count: 9
